Sale_ID,Brand,Region,Sales_Channel,Payment_Method,Date,Unit_Price,Warranty_Years,Software_Update
S0020772,Xiaomi (India),Asia,Online,Debit Card,02-07-2023,72000,3,5
S0020774,Samsung Galaxy,North America,Retail Store,UPI,18-08-2022,85000,3,5
S0020775,Apple iPhone,North America,Online,Credit Card,25-09-2023,54000,2,3
S0020776,OnePlus Nord,South America,Retail Store,UPI,23-09-2023,60000,3,4
S0020777,OnePlus Nord,South America,Retail Store,Net Banking,14-12-2023,74000,3,5
S0020779,Xiaomi (India),Europe,Retail Store,UPI,20-02-2023,39000,2,2
S0020782,Realme,Asia,Retail Store,UPI,20-12-2023,20000,1,1
S0020783,Realme,Asia,Retail Store,UPI,01-04-2022,86000,3,6
S0020784,Samsung Galaxy,South America,Online,Credit Card,20-02-2022,57000,2,4
S0020785,Samsung Galaxy,South America,Retail Store,UPI,13-06-2023,27000,1,2
S0020787,Apple iPhone,South America,Wholesale,Debit Card,16-12-2023,20000,1,1
S0020789,Xiaomi (India),Africa,Retail Store,UPI,24-11-2023,42000,2,3
S0020790,Samsung Galaxy,Africa,Wholesale,Debit Card,28-08-2022,29000,1,2
S0020791,Samsung Galaxy,Asia,Retail Store,UPI,28-12-2023,66000,3,4
S0020792,Realme,Asia,Online,Credit Card,12-05-2023,28000,1,2
S0020793,Xiaomi (India),North America,Online,Credit Card,27-10-2022,86000,3,6
S0020794,OnePlus Nord,Africa,Retail Store,UPI,02-11-2022,60000,3,4
S0020795,Samsung Galaxy,Europe,Wholesale,UPI,08-05-2022,60000,3,4
S0020797,Samsung Galaxy,Asia,Online,Credit Card,29-09-2023,85000,3,5
S0020798,Realme,South America,Online,Credit Card,15-06-2023,70000,3,4
S0020799,Apple iPhone,South America,Retail Store,UPI,19-11-2023,57000,2,4
S0020800,Samsung Galaxy,Africa,Retail Store,UPI,26-05-2023,20000,1,1
S0020802,Samsung Galaxy,North America,Online,Credit Card,09-05-2023,48000,2,3
S0020804,Samsung Galaxy,Europe,Retail Store,UPI,30-10-2023,39000,2,2
S0020805,Samsung Galaxy,South America,Retail Store,UPI,22-08-2023,64000,3,4
S0020806,Realme,North America,Online,Credit Card,30-03-2022,64000,3,4
S0020808,Samsung Galaxy,Asia,Retail Store,UPI,16-02-2022,20000,1,1
S0020809,Samsung Galaxy,South America,Retail Store,UPI,15-10-2023,42000,2,3
S0020811,Realme,South America,Retail Store,UPI,29-12-2022,29000,1,2
S0020812,OnePlus Nord,Africa,Online,Net Banking,11-06-2022,28000,1,2
S0020814,Apple iPhone,Asia,Retail Store,UPI,11-11-2022,66000,3,4
S0020815,Xiaomi (India),Africa,Online,Credit Card,14-11-2023,84000,3,5
S0020816,Apple iPhone,Africa,Online,Credit Card,18-04-2023,20000,1,1
S0020817,OnePlus Nord,North America,Retail Store,UPI,17-10-2022,79000,3,5
S0020822,Samsung Galaxy,Europe,Retail Store,UPI,04-07-2022,11000,1,0
S0020823,Apple iPhone,South America,Retail Store,UPI,26-12-2022,43000,2,3
S0020824,Realme,South America,Retail Store,UPI,23-08-2022,37000,2,2
S0020826,Realme,Asia,Online,UPI,27-07-2023,28000,1,2
S0020827,OnePlus Nord,Asia,Online,Credit Card,23-08-2023,60000,3,4
S0020828,Xiaomi (India),South America,Retail Store,UPI,09-02-2023,60000,3,4
S0020832,OnePlus Nord,Africa,Retail Store,Credit Card,17-12-2022,29000,1,2
S0020833,Realme,Asia,Retail Store,UPI,01-01-2023,76000,3,5
S0020835,OnePlus Nord,Europe,Retail Store,UPI,16-02-2022,64000,3,4
S0020836,OnePlus Nord,Asia,Online,Credit Card,24-07-2023,32000,2,2
S0020837,OnePlus Nord,Africa,Retail Store,Net Banking,08-09-2023,32000,2,2
S0020838,OnePlus Nord,Asia,Retail Store,UPI,06-03-2022,39000,2,2
S0020839,Apple iPhone,South America,Retail Store,UPI,23-02-2023,74000,3,5
S0020840,OnePlus Nord,Asia,Retail Store,UPI,29-03-2023,11000,1,0
S0020843,Samsung Galaxy,Africa,Retail Store,UPI,07-07-2023,28000,1,2
S0020844,OnePlus Nord,Africa,Retail Store,UPI,30-08-2023,55000,2,3
S0020845,OnePlus Nord,Africa,Retail Store,UPI,06-11-2022,42000,2,3
S0020846,Realme,North America,Retail Store,UPI,10-07-2022,72000,3,5
S0020847,Samsung Galaxy,Asia,Retail Store,UPI,08-06-2023,85000,3,5
S0020849,Realme,Africa,Online,Credit Card,13-09-2022,29000,1,2
S0020851,Samsung Galaxy,Africa,Retail Store,UPI,20-11-2023,42000,2,3
S0020853,Samsung Galaxy,South America,Retail Store,UPI,18-12-2023,70000,3,4
S0020854,Apple iPhone,North America,Retail Store,Cash,19-12-2022,24000,1,1
S0020858,OnePlus Nord,South America,Retail Store,UPI,12-10-2022,64000,3,4
S0020860,Samsung Galaxy,Africa,Retail Store,UPI,27-08-2023,32000,2,2
S0020861,Xiaomi (India),Europe,Retail Store,UPI,07-01-2023,12000,1,0
S0020862,Samsung Galaxy,Africa,Retail Store,UPI,01-02-2023,12000,1,0
S0020863,Realme,Africa,Retail Store,UPI,21-12-2022,20000,1,1
S0020864,OnePlus Nord,North America,Retail Store,UPI,30-09-2022,42000,2,3
S0020865,Realme,Europe,Online,Credit Card,22-04-2023,55000,2,3
S0020866,Xiaomi (India),North America,Online,Credit Card,12-06-2023,65000,3,4
S0020867,OnePlus Nord,South America,Online,Credit Card,12-01-2023,33000,2,2
S0020868,Xiaomi (India),North America,Retail Store,UPI,03-10-2022,27000,1,2
S0020869,Realme,Europe,Retail Store,UPI,23-02-2022,28000,1,2
S0020870,Apple iPhone,North America,Retail Store,UPI,23-10-2022,33000,2,2
S0020871,Realme,Africa,Online,Credit Card,17-09-2023,12000,1,0
S0020873,Samsung Galaxy,Asia,Retail Store,UPI,18-02-2022,86000,3,6
S0020874,Realme,Asia,Retail Store,UPI,20-11-2022,11000,1,0
S0020875,Realme,Europe,Wholesale,Credit Card,10-12-2022,65000,3,4
S0020878,Apple iPhone,South America,Retail Store,UPI,08-11-2023,43000,2,3
S0020880,OnePlus Nord,South America,Retail Store,UPI,29-11-2022,32000,2,2
S0020881,Apple iPhone,Africa,Online,Credit Card,14-06-2022,79000,3,5
S0020882,Xiaomi (India),Africa,Online,Credit Card,03-07-2023,57000,2,4
S0020883,Apple iPhone,Europe,Retail Store,Credit Card,06-05-2022,57000,2,4
S0020886,Samsung Galaxy,Africa,Online,Credit Card,05-09-2023,66000,3,4
S0020888,Apple iPhone,North America,Online,Credit Card,07-04-2022,48000,2,3
S0020890,Samsung Galaxy,Europe,Retail Store,UPI,11-07-2022,57000,2,4
S0020892,Xiaomi (India),North America,Retail Store,UPI,03-08-2022,20000,1,1
S0020894,Realme,Asia,Retail Store,UPI,03-10-2022,43000,2,3
S0020895,Realme,South America,Retail Store,UPI,29-08-2023,12000,1,0
S0020896,Xiaomi (India),South America,Online,Credit Card,03-12-2022,33000,2,2
S0020898,OnePlus Nord,Africa,Online,Credit Card,11-04-2023,72000,3,5
S0020899,Samsung Galaxy,North America,Wholesale,Cash,31-10-2023,27000,1,2
S0020903,Apple iPhone,South America,Retail Store,Debit Card,01-03-2022,39000,2,2
S0020905,Xiaomi (India),North America,Retail Store,UPI,14-09-2022,65000,3,4
S0020906,Samsung Galaxy,Asia,Wholesale,UPI,04-10-2023,57000,2,4
S0020907,Apple iPhone,Africa,Retail Store,UPI,10-08-2022,65000,3,4
S0020908,Realme,North America,Retail Store,UPI,29-12-2023,70000,3,4
S0020909,Realme,South America,Retail Store,UPI,14-03-2022,42000,2,3
S0020911,Samsung Galaxy,Africa,Online,Credit Card,13-11-2023,24000,1,1
S0020912,Xiaomi (India),Africa,Retail Store,UPI,27-12-2022,20000,1,1
S0020913,Samsung Galaxy,Asia,Retail Store,Debit Card,16-12-2022,74000,3,5
S0020914,Samsung Galaxy,Asia,Retail Store,UPI,15-06-2023,79000,3,5
S0020915,Samsung Galaxy,Africa,Retail Store,UPI,29-10-2022,79000,3,5
S0020916,Apple iPhone,North America,Retail Store,UPI,24-10-2022,29000,1,2
S0020917,Realme,Africa,Retail Store,UPI,19-01-2022,60000,3,4
S0020918,Xiaomi (India),North America,Online,Credit Card,31-10-2022,27000,1,2
S0020919,Xiaomi (India),North America,Retail Store,UPI,06-12-2023,24000,1,1
S0020920,Xiaomi (India),Europe,Online,Credit Card,28-02-2023,76000,3,5
S0020921,Samsung Galaxy,Asia,Retail Store,UPI,01-11-2023,28000,1,2
S0020922,Apple iPhone,Africa,Retail Store,UPI,11-11-2022,74000,3,5
S0020923,Realme,South America,Retail Store,UPI,10-02-2022,65000,3,4
S0020924,Samsung Galaxy,Africa,Retail Store,UPI,01-12-2022,54000,2,3
S0020925,Xiaomi (India),South America,Retail Store,Credit Card,21-04-2023,84000,3,5
S0020926,Apple iPhone,Asia,Retail Store,UPI,30-05-2023,74000,3,5
S0020929,Realme,North America,Retail Store,UPI,20-03-2023,70000,3,4
S0020931,Realme,South America,Online,Credit Card,15-07-2023,76000,3,5
S0020934,Xiaomi (India),North America,Retail Store,UPI,08-02-2022,72000,3,5
S0020935,OnePlus Nord,Asia,Online,Credit Card,20-01-2022,84000,3,5
S0020936,OnePlus Nord,Europe,Online,Credit Card,12-11-2022,66000,3,4
S0020938,Realme,Asia,Retail Store,UPI,29-10-2022,24000,1,1
S0020939,Apple iPhone,South America,Retail Store,UPI,19-08-2023,11000,1,0
S0020940,Xiaomi (India),Asia,Online,Credit Card,01-11-2023,29000,1,2
S0020941,Samsung Galaxy,South America,Retail Store,Debit Card,12-08-2022,12000,1,0
S0020942,Xiaomi (India),North America,Retail Store,Credit Card,25-03-2023,11000,1,0
S0020943,OnePlus Nord,North America,Wholesale,UPI,26-09-2023,33000,2,2
S0020945,Xiaomi (India),Europe,Retail Store,Net Banking,07-02-2022,74000,3,5
S0020946,Xiaomi (India),North America,Retail Store,UPI,26-07-2022,27000,1,2
S0020947,Samsung Galaxy,Europe,Online,Net Banking,16-12-2022,32000,2,2
S0020948,Samsung Galaxy,Africa,Retail Store,UPI,16-12-2023,85000,3,5
S0020949,Samsung Galaxy,Asia,Retail Store,UPI,19-08-2023,79000,3,5
S0020951,Samsung Galaxy,South America,Retail Store,UPI,24-06-2022,64000,3,4
S0020952,Samsung Galaxy,North America,Online,UPI,10-04-2022,11000,1,0
S0020955,Realme,Asia,Wholesale,Credit Card,30-11-2023,85000,3,5
S0020956,Apple iPhone,Africa,Online,Credit Card,20-01-2023,54000,2,3
S0020958,Samsung Galaxy,Europe,Online,Credit Card,10-01-2023,20000,1,1
S0020960,Xiaomi (India),North America,Wholesale,Net Banking,05-05-2022,12000,1,0
S0020962,Apple iPhone,North America,Retail Store,UPI,12-03-2022,70000,3,4
S0020963,Apple iPhone,Europe,Retail Store,UPI,24-12-2022,54000,2,3
S0020964,Samsung Galaxy,North America,Retail Store,UPI,23-02-2022,84000,3,5
S0020965,Realme,South America,Retail Store,UPI,28-12-2022,74000,3,5
S0020966,Realme,South America,Online,Net Banking,11-08-2022,74000,3,5
S0020967,Samsung Galaxy,Africa,Retail Store,UPI,29-03-2023,60000,3,4
S0020968,Realme,North America,Retail Store,UPI,16-02-2023,48000,2,3
S0020969,Samsung Galaxy,Asia,Retail Store,UPI,05-07-2023,12000,1,0
S0020971,Apple iPhone,Asia,Retail Store,UPI,16-03-2023,66000,3,4
S0020973,OnePlus Nord,Africa,Wholesale,Net Banking,04-10-2022,37000,2,2
S0020974,Xiaomi (India),Europe,Retail Store,UPI,24-06-2023,24000,1,1
S0020975,Apple iPhone,Asia,Online,Credit Card,16-04-2022,65000,3,4
S0020978,Apple iPhone,Africa,Retail Store,UPI,09-03-2023,11000,1,0
S0020981,OnePlus Nord,Europe,Retail Store,UPI,09-01-2022,12000,1,0
S0020986,Realme,North America,Retail Store,UPI,14-01-2023,32000,2,2
S0020987,Apple iPhone,South America,Retail Store,UPI,30-08-2022,60000,3,4
S0020988,Realme,Europe,Retail Store,UPI,16-09-2022,72000,3,5
S0020989,Apple iPhone,South America,Retail Store,UPI,23-10-2023,29000,1,2
S0020990,Xiaomi (India),Africa,Online,Debit Card,19-10-2022,39000,2,2
S0020991,Realme,South America,Retail Store,Debit Card,01-07-2022,64000,3,4
S0020992,OnePlus Nord,South America,Retail Store,UPI,28-11-2022,24000,1,1
S0020995,Realme,Asia,Online,Cash,19-11-2023,70000,3,4
S0020996,OnePlus Nord,South America,Retail Store,UPI,13-09-2022,64000,3,4
S0020997,Samsung Galaxy,Asia,Online,Credit Card,27-03-2023,43000,2,3
S0020999,OnePlus Nord,Europe,Retail Store,Debit Card,05-02-2023,29000,1,2
S0021000,Samsung Galaxy,Europe,Retail Store,UPI,10-03-2022,28000,1,2
S0021001,Apple iPhone,Europe,Retail Store,UPI,14-11-2023,60000,3,4
S0021002,OnePlus Nord,Asia,Online,Credit Card,30-07-2022,39000,2,2
S0021003,Xiaomi (India),Africa,Online,Credit Card,15-08-2023,48000,2,3
S0021006,Xiaomi (India),South America,Retail Store,UPI,01-04-2023,85000,3,5
S0021008,Apple iPhone,South America,Online,Credit Card,18-04-2023,72000,3,5
S0021010,OnePlus Nord,South America,Retail Store,UPI,17-10-2023,72000,3,5
S0021011,OnePlus Nord,Asia,Retail Store,UPI,02-02-2023,54000,2,3
S0021013,Apple iPhone,Africa,Retail Store,UPI,09-02-2022,42000,2,3
S0021015,Realme,Asia,Retail Store,Cash,10-02-2022,65000,3,4
S0021016,Xiaomi (India),North America,Wholesale,Debit Card,18-05-2022,28000,1,2
S0021018,Apple iPhone,Asia,Online,Credit Card,23-09-2022,64000,3,4
S0021019,Realme,Europe,Online,Credit Card,22-02-2022,24000,1,1
S0021021,Xiaomi (India),Africa,Retail Store,UPI,06-09-2023,43000,2,3
S0021022,Realme,South America,Retail Store,UPI,13-01-2022,29000,1,2
S0021023,Apple iPhone,Africa,Retail Store,UPI,23-12-2022,57000,2,4
S0021025,Xiaomi (India),South America,Online,Credit Card,11-10-2023,20000,1,1
S0021026,Realme,Africa,Online,Credit Card,08-11-2022,29000,1,2
S0021027,Xiaomi (India),South America,Retail Store,UPI,22-01-2022,43000,2,3
S0021030,Xiaomi (India),North America,Retail Store,UPI,22-07-2023,64000,3,4
S0021032,Samsung Galaxy,Europe,Retail Store,UPI,07-04-2022,29000,1,2
S0021033,Realme,Africa,Retail Store,UPI,02-05-2022,65000,3,4
S0021034,Apple iPhone,Europe,Retail Store,UPI,30-07-2022,39000,2,2
S0021035,Realme,Asia,Online,UPI,30-12-2023,28000,1,2
S0021037,Xiaomi (India),Europe,Retail Store,UPI,19-10-2022,43000,2,3
S0021042,Apple iPhone,South America,Retail Store,UPI,26-02-2022,65000,3,4
S0021043,Xiaomi (India),Africa,Retail Store,Debit Card,30-06-2022,27000,1,2
S0021044,Realme,Asia,Retail Store,UPI,18-06-2023,55000,2,3
S0021046,Samsung Galaxy,Africa,Online,Cash,22-11-2022,39000,2,2
S0021048,Realme,North America,Online,Credit Card,09-06-2023,64000,3,4
S0021049,OnePlus Nord,North America,Retail Store,UPI,03-12-2023,29000,1,2
S0021050,Realme,North America,Wholesale,Net Banking,21-01-2023,40000,2,2
S0021051,Xiaomi (India),Asia,Online,Net Banking,12-12-2022,20000,1,1
S0021052,OnePlus Nord,Africa,Retail Store,UPI,08-09-2022,79000,3,5
S0021053,Xiaomi (India),Europe,Retail Store,UPI,17-05-2022,28000,1,2
S0021054,Realme,Africa,Retail Store,UPI,09-09-2022,57000,2,4
S0021056,Xiaomi (India),South America,Retail Store,Cash,26-01-2022,55000,2,3
S0021057,Apple iPhone,Europe,Retail Store,UPI,07-02-2022,76000,3,5
S0021058,Samsung Galaxy,Asia,Online,Debit Card,12-06-2023,65000,3,4
S0021060,Realme,South America,Online,Credit Card,25-08-2023,12000,1,0
S0021062,OnePlus Nord,Africa,Wholesale,Debit Card,24-04-2022,74000,3,5
S0021063,Xiaomi (India),Africa,Retail Store,UPI,21-01-2022,42000,2,3
S0021064,Samsung Galaxy,Europe,Retail Store,UPI,11-01-2023,65000,3,4
S0021066,OnePlus Nord,Europe,Retail Store,UPI,06-02-2023,55000,2,3
S0021068,Apple iPhone,North America,Online,Cash,30-09-2022,54000,2,3
S0021069,Samsung Galaxy,South America,Online,Credit Card,05-09-2022,11000,1,0
S0021071,Realme,Africa,Retail Store,Debit Card,26-01-2023,11000,1,0
S0021074,Apple iPhone,Europe,Retail Store,UPI,19-09-2022,27000,1,2
S0021075,Samsung Galaxy,Africa,Online,Credit Card,04-11-2023,37000,2,2
S0021076,Xiaomi (India),Africa,Retail Store,UPI,16-05-2022,24000,1,1
S0021079,Realme,Asia,Retail Store,UPI,13-05-2023,60000,3,4
S0021080,OnePlus Nord,Europe,Retail Store,UPI,09-07-2022,48000,2,3
S0021082,Apple iPhone,Europe,Retail Store,UPI,01-12-2023,11000,1,0
S0021084,Realme,North America,Online,Credit Card,04-03-2023,20000,1,1
S0021085,Realme,North America,Online,Net Banking,29-12-2023,20000,1,1
S0021087,Samsung Galaxy,Africa,Retail Store,UPI,19-07-2023,27000,1,2
S0021088,Realme,Asia,Wholesale,Net Banking,05-09-2022,76000,3,5
S0021089,OnePlus Nord,North America,Retail Store,UPI,29-07-2022,57000,2,4
S0021090,Samsung Galaxy,Europe,Online,Debit Card,10-11-2023,42000,2,3
S0021092,Xiaomi (India),Asia,Wholesale,Net Banking,01-12-2022,84000,3,5
S0021093,Realme,South America,Retail Store,UPI,29-08-2023,64000,3,4
S0021096,Realme,Africa,Retail Store,UPI,27-05-2023,70000,3,4
S0021097,Realme,North America,Online,Credit Card,31-08-2023,48000,2,3
S0021100,Realme,Europe,Wholesale,Debit Card,18-04-2022,64000,3,4
S0021101,Realme,South America,Online,Credit Card,15-01-2023,27000,1,2
S0021106,Realme,Europe,Online,Credit Card,09-12-2022,40000,2,2
S0021108,Realme,North America,Retail Store,UPI,03-03-2022,12000,1,0
S0021109,Apple iPhone,South America,Retail Store,Debit Card,15-08-2022,64000,3,4
S0021110,Samsung Galaxy,Europe,Online,Credit Card,31-01-2022,32000,2,2
S0021113,Realme,Africa,Online,Credit Card,20-01-2023,40000,2,2
S0021114,Xiaomi (India),Asia,Retail Store,UPI,22-08-2022,40000,2,2
S0021115,Xiaomi (India),Africa,Retail Store,UPI,03-10-2022,65000,3,4
S0021117,OnePlus Nord,Europe,Retail Store,Credit Card,12-05-2023,86000,3,6
S0021118,Realme,Europe,Retail Store,UPI,11-01-2023,32000,2,2
S0021119,Samsung Galaxy,South America,Retail Store,UPI,13-02-2023,33000,2,2
S0021121,Samsung Galaxy,Europe,Online,Credit Card,29-04-2023,24000,1,1
S0021123,OnePlus Nord,Asia,Retail Store,UPI,09-10-2022,29000,1,2
S0021126,Apple iPhone,South America,Retail Store,UPI,25-04-2023,54000,2,3
S0021127,Realme,South America,Online,Credit Card,26-04-2022,29000,1,2
S0021131,Apple iPhone,Europe,Retail Store,Cash,09-04-2022,43000,2,3
S0021132,Apple iPhone,North America,Online,Credit Card,24-12-2023,42000,2,3
S0021133,Apple iPhone,Europe,Retail Store,UPI,13-06-2023,86000,3,6
S0021134,OnePlus Nord,Africa,Online,Credit Card,07-12-2023,86000,3,6
S0021135,Xiaomi (India),Europe,Retail Store,UPI,17-04-2022,29000,1,2
S0021136,Apple iPhone,Africa,Retail Store,UPI,02-01-2023,72000,3,5
S0021137,Realme,South America,Retail Store,UPI,03-02-2023,79000,3,5
S0021140,OnePlus Nord,North America,Online,Credit Card,27-11-2023,57000,2,4
S0021142,Realme,Asia,Online,Credit Card,25-08-2022,57000,2,4
S0021143,Xiaomi (India),North America,Online,Credit Card,11-08-2023,39000,2,2
S0021145,Samsung Galaxy,Europe,Retail Store,UPI,03-08-2023,84000,3,5
S0021147,Samsung Galaxy,Europe,Retail Store,Cash,23-10-2023,72000,3,5
S0021148,Realme,South America,Retail Store,UPI,26-07-2023,24000,1,1
S0021149,Apple iPhone,North America,Retail Store,UPI,17-09-2023,85000,3,5
S0021151,Samsung Galaxy,Africa,Retail Store,UPI,28-09-2022,20000,1,1
S0021153,Apple iPhone,Asia,Retail Store,UPI,02-01-2022,48000,2,3
S0021154,Samsung Galaxy,Asia,Online,Credit Card,03-06-2023,37000,2,2
S0021155,OnePlus Nord,Europe,Retail Store,UPI,02-05-2023,40000,2,2
S0021156,Samsung Galaxy,South America,Retail Store,UPI,29-11-2023,64000,3,4
S0021157,OnePlus Nord,Asia,Retail Store,UPI,26-10-2023,32000,2,2
S0021161,OnePlus Nord,Asia,Retail Store,UPI,03-05-2022,28000,1,2
S0021164,Apple iPhone,Asia,Retail Store,UPI,17-06-2022,66000,3,4
S0021166,Samsung Galaxy,South America,Wholesale,Credit Card,12-01-2023,12000,1,0
S0021168,Samsung Galaxy,Asia,Online,Credit Card,11-10-2023,60000,3,4
S0021169,Apple iPhone,South America,Retail Store,UPI,13-10-2022,64000,3,4
S0021170,Samsung Galaxy,North America,Retail Store,UPI,28-12-2022,33000,2,2
S0021171,Samsung Galaxy,South America,Retail Store,UPI,11-05-2023,76000,3,5
S0021173,Samsung Galaxy,Africa,Online,Credit Card,03-11-2022,11000,1,0
S0021175,Apple iPhone,Europe,Online,Credit Card,02-05-2023,43000,2,3
S0021176,Realme,Africa,Retail Store,UPI,27-12-2023,86000,3,6
S0021178,Realme,Europe,Retail Store,UPI,13-01-2022,76000,3,5
S0021179,Samsung Galaxy,South America,Retail Store,UPI,31-07-2022,84000,3,5
S0021181,Realme,Europe,Wholesale,Cash,01-06-2023,33000,2,2
S0021185,Realme,Asia,Retail Store,UPI,10-09-2023,37000,2,2
S0021186,Xiaomi (India),Africa,Retail Store,Net Banking,17-03-2023,12000,1,0
S0021188,Apple iPhone,South America,Retail Store,UPI,01-01-2022,54000,2,3
S0021189,Xiaomi (India),Asia,Online,Credit Card,18-01-2022,40000,2,2
S0021193,Samsung Galaxy,Asia,Retail Store,UPI,03-09-2023,57000,2,4
S0021197,OnePlus Nord,North America,Online,Credit Card,16-10-2023,32000,2,2
S0021199,Xiaomi (India),Africa,Online,Credit Card,09-07-2022,66000,3,4
S0021200,Xiaomi (India),Asia,Retail Store,UPI,18-03-2023,72000,3,5
S0021201,Realme,South America,Online,Debit Card,02-04-2022,74000,3,5
S0021202,Xiaomi (India),Europe,Retail Store,UPI,13-12-2022,64000,3,4
S0021203,OnePlus Nord,Europe,Online,Net Banking,25-05-2023,28000,1,2
S0021204,OnePlus Nord,North America,Retail Store,UPI,09-05-2022,64000,3,4
S0021205,Samsung Galaxy,North America,Retail Store,UPI,12-02-2023,33000,2,2
S0021208,Apple iPhone,Asia,Retail Store,Debit Card,04-07-2022,85000,3,5
S0021209,OnePlus Nord,South America,Retail Store,Cash,10-04-2023,55000,2,3
S0021211,Samsung Galaxy,Europe,Wholesale,UPI,20-05-2022,72000,3,5
S0021213,Apple iPhone,Asia,Retail Store,UPI,23-09-2022,84000,3,5
S0021215,Apple iPhone,Asia,Retail Store,UPI,01-06-2022,24000,1,1
S0021218,Apple iPhone,North America,Retail Store,UPI,27-03-2023,39000,2,2
S0021221,Xiaomi (India),Europe,Online,Credit Card,21-04-2023,42000,2,3
S0021222,Realme,Africa,Retail Store,UPI,31-08-2022,66000,3,4
S0021223,Realme,Africa,Retail Store,UPI,13-11-2022,42000,2,3
S0021224,Realme,South America,Retail Store,UPI,28-03-2022,66000,3,4
S0021225,OnePlus Nord,North America,Online,Credit Card,16-09-2023,64000,3,4
S0021226,OnePlus Nord,Europe,Online,Credit Card,05-04-2023,65000,3,4
S0021228,Samsung Galaxy,Africa,Wholesale,Net Banking,31-01-2022,64000,3,4
S0021229,Samsung Galaxy,North America,Online,Credit Card,26-05-2023,72000,3,5
S0021230,Realme,North America,Online,Credit Card,06-04-2022,65000,3,4
S0021231,Apple iPhone,North America,Online,Net Banking,27-05-2022,57000,2,4
S0021235,Apple iPhone,North America,Retail Store,UPI,24-10-2023,86000,3,6
S0021236,Apple iPhone,South America,Retail Store,Cash,23-07-2023,72000,3,5
S0021239,OnePlus Nord,South America,Retail Store,UPI,15-02-2023,86000,3,6
S0021240,Xiaomi (India),Asia,Retail Store,UPI,12-02-2022,74000,3,5
S0021242,OnePlus Nord,South America,Retail Store,Debit Card,16-12-2023,74000,3,5
